Sample type,Count,BOLD database sequence,Data entry Sequence,Box Number,microplate ID,Well ID (for Jessica),Plate Count,NHS sequence number (BOLD Sample ID),spp,sequence,Label year,Date,Harvest Year,Age trait bee,Age Bee,Sex,KILLPROV,Lat DD,LongDD,Central Rectrix Length, Central Rectrix  Quill Dia , Central Moult code ,Longest Rectrix Length,Longest Rectrix Quill Dia ,Longest Moult code,Most lateral Rectrix Length,Most lateral Rectrix Quill Dia,Most Lateral Moult code,"Comment (e.g., missing feather)",Jim ID#,Jim Date,Jim Age,Jim Species,Jim Skull length (mm),Jim 2nd measurement,Jim CR length (entered at NWRC),Jim CR QD (entered at NWRC),Jim notes,Difference between NWRC and Jim measurement,Inferred Species Identification (BOLD ID engine),BOLD Processid,rechecked?,
Leafloor collection- barcoded,1,1849,1849,W8,CCDB-25611,H10,31,WPG312,312,,,19-Sep-10,2010,,Adult,Male,Manitoba,,,172,0.136,,195,0.154,,180,0.149,,"CR remeasured JF, MG down from 174",312,19-Sep-10,Adult,CAGO,138,unknown,186,0.144,,-14,Branta canadensis,GOOSE1849-16,rechecked,
Leafloor collection- barcoded,1,1290,1290,W2,CCDB-26538,C04,42,WPG3128,3128,,,05-Oct-12,2012,,Adult,Female,Manitoba,,, ,   , missing ,186,0.14,,180,0.128,,CR missing,3128,,,,,,,,, ,Branta canadensis,GOOSE1290-16,rechecked,
Leafloor collection- barcoded,1,1719,1719,W6,CCDB-25613,A07,91,WPG3141,3141,,,19-Sep-12,2012,,Adult,Male,Manitoba,,,181,0.136,,200,,4b,208,0.154,,"CR, LR, MLR remeasured MG",3141,Sept.19/12,Adult,,136,,184,0.128,,-3,Branta canadensis,GOOSE1719-16,rechecked,
Leafloor collection- barcoded,1,1532,1532,W4,CCBD-26536,E05,94,WPG3147,3147,,,15-Sep-12,2012,,Adult,Female,Manitoba,,,166,0.116,,174,0.144,,164,0.147,,"CR remeasured MG, down from 168",3147,Sept. 15/12,Adult,,131,,165,0.116,,1,Branta canadensis,GOOSE1532-16,rechecked,
Leafloor collection- barcoded,1,2096,2096,W10,CCDB-24262,E11,88,WPG315,315,,,20-Sep-10,2010,,Adult,Male,Manitoba,,,,, missing ,190,0.136,,184,0.14,,"CR missing MG, Jim's measure not from CR and in moult",315,20-Sep-10,Adult,CAGO,133,unknown,165,0.128,,-165,Branta canadensis,GOOSE2096-16,rechecked,
Leafloor collection- barcoded,1,1556,1556,W5,CCDB-25609,E05,23,WPG3160,3160,,,15-Sep-12,2012,,Adult,Female,Manitoba,,,166,,   ,173,0.128,,157,0.12,,CR remeasured MG (other CR moulting is 149mm),3160,Sept. 15/12,Adult,,121,,151,0.128,,15,Branta canadensis,GOOSE1556-16,rechecked,
Leafloor collection- barcoded,1,1608,1608,W5,CCDB-25609,C03,75,WPG3163,3163,,,14-Sep-12,2012,,Adult,Male,Manitoba,,,167,, 4B ,184,0.152, ,163,,4B,CR remeasured MG; moulting,3163,Sept. 14/12,Adult,,130,,172,0.136,,-5,Branta canadensis,GOOSE1608-16,rechecked,
Leafloor collection- barcoded,1,1765,1765,W7,CCDB-25612,H10,42,WPG3178,3178,,,14-Sep-12,2012,,Adult,Male,Manitoba,,,,, missing ,178,0.159,,169,0.157,,CR confirmed MG,3178,Sept. 14/12,Adult,,139,,154,0.166,,-154,Branta canadensis,GOOSE1765-16,rechecked,
Leafloor collection- barcoded,1,1580,1580,W5,CCDB-25609,F08,47,WPG3185,3185,,,15-Sep-12,2012,,Adult,Male,Manitoba,,,,, missing ,186,0.147,,181,0.14,,CR confirmed MG (Jim's measure not from CR),3185,Sept. 15/12,Adult,,135,,175,0.136,,-175,Branta canadensis,GOOSE1580-16,rechecked,
Leafloor collection- barcoded,1,1560,1560,W5,CCDB-25609,E09,27,WPG3190,3190,,,14-Sep-12,2012,,Adult,Female,Manitoba,,,149,, 4A ,187,0.14,,171,0.128,,CR remeasured MG,3190,Sept. 14/12,Adult,,131,,149,0.128,,0,Branta canadensis,GOOSE1560-16,rechecked,
Leafloor collection- barcoded,1,2163,2163,W11,CCDB-24261,G09,60,WPG322,322,,,01-Oct-10,2010,,Adult,Male,Manitoba,,,171,0.12,,192,0.149,,180,0.147,,"CR remeasured JF, MG, down from 173",322,01-Oct-10,Adult,CAGO,137,unknown,180,0.136,,-9,Branta canadensis,GOOSE2163-16,rechecked,
Leafloor collection- barcoded,1,2143,2143,W11,CCDB-24261,D11,40,WPG324,324,,,25-Sep-10,2010,,Adult,Male,Manitoba,,,156,, 4B ,187,0.147,,179,0.149,,CR remeasured MG,324,25-Sep-10,Adult,CAGO,125,unknown,156,0.136,,0,Branta canadensis,GOOSE2143-16,rechecked,
Leafloor collection- barcoded,1,1806,1806,W7,CCDB-25612,F11,83,WPG3244,3244,,,10-Sep-12,2012,,Adult,Female,Manitoba,,,163,0.116,,178,0.128,,163,0.128,,CR remeasured MG (other CR moulting is 151mm),3244,Sept. 10/12,Adult,,127,,152,0.128,,11,Branta canadensis,GOOSE1806-16,rechecked,
Leafloor collection- barcoded,1,1761,1761,W7,CCDB-25612,B01,38,WPG3272,3272,,,27-Sep-12,2012,,Adult,Female,Manitoba,,,133,, 3B ,179,0.128,,,,missing,CR remeasured MG,3272,Sept. 27/12,Adult,,125,,133,0.12,,0,Branta canadensis,GOOSE1761-16,rechecked,
Leafloor collection- barcoded,1,1625,1625,W5,CCDB-25609,B01,92,WPG3295,3295,,,22-Sep-12,2012,,Adult,Male,Manitoba,,,141,0.111,,159,0.128,,,,1A,"CR confirmed JF, MG",3295,Sept. 22/12,Adult,,108,,144,0.12,,-3,Branta canadensis,GOOSE1625-16,rechecked,
Leafloor collection- barcoded,1,1753,1753,W7,CCDB-25612,A04,30,WPG3311,3311,,,25-Sep-12,2012,,Adult,Female,Manitoba,,,,, missing ,186,0.147,,173,0.152,,CR remeasured MG (Jim's measure not from CR),3311,Sept. 25/12,Adult,,116,,175,0.12,,-175,Branta canadensis,GOOSE1753-16,rechecked,
Leafloor collection- barcoded,1,2120,2120,W11,CCDB-24261,A01,17,WPG3357,3357,,,08-Oct-12,2012,,Adult,Female,Manitoba,,,,, missing ,200,0.136,,188,0.136,,CR missing MG,3357,Oct. 8/12,Adult,,122,,197,0.136,,-197,Branta canadensis,GOOSE2120-16,rechecked,
Leafloor collection- barcoded,1,2162,2162,W11,CCDB-24261,F09,59,WPG336,336,,,19-Sep-10,2010,,Adult,Female,Manitoba,,,175,0.113,,187,0.12,,171,0.128,,"CR remeasured JF, MG, down from 176",336,19-Sep-10,Adult,CAGO,130,unknown,179,0.126,,-4,Branta canadensis,GOOSE2162-16,rechecked,
Leafloor collection- barcoded,1,2032,2032,W10,CCDB-24262,E04,24,WPG338,338,,,19-Sep-10,2010,,Adult,Female,Manitoba,,,150,0.11,,170,0.12,,157,0.106,,CR remeasured MG (CR cut for DNA so added 2mm),338,19-Sep-10,Adult,CAGO,124,unknown,150,0.106,,0,Branta canadensis,GOOSE2032-16,rechecked,
Leafloor collection- barcoded,1,2030,2030,W10,CCDB-24262,G04,22,WPG339,339,,,19-Sep-10,2010,,Adult,Female,Manitoba,,,,, missing ,181,0.144,,174,0.144,,CR missing MG,339,19-Sep-10,Adult,CAGO,121,unknown,161,0.147,,-161,Branta canadensis,GOOSE2030-16,rechecked,
Leafloor collection- barcoded,1,1305,1305,W2,CCDB-26538,G03,57,WPG374,374,,,27-Sep-10,2010,,Adult,Male,Manitoba,,,166,0.111,,188,0.136,,166,0.136,,"CR remeasured MG, down from 168 (other CR 158 in moult)",374,27-Sep-10,Adult,CAGO,132,unknown,158,0.116,,8,Branta canadensis,GOOSE1305-16,rechecked,
Leafloor collection- barcoded,1,1323,1323,W2,CCDB-26538,H02,75,WPG375,375,,,27-Sep-10,2010,,Adult,Male,Manitoba,,,,, missing ,,,1A,178,0.14,,MG confirmed CR missing,375,27-Sep-10,Adult,CAGO,122,unknown,171,0.12,,-171,Branta canadensis,GOOSE1323-16,rechecked,
Leafloor collection- barcoded,1,1335,1335,W2,CCDB-26538,E08,87,WPG377,377,,,19-Sep-10,2010,,Adult,Male,Manitoba,,,177,0.12,,199,0.147,,192,0.161,,"CR remeasured MG, down from 179",377,19-Sep-10,Adult,CAGO,142,unknown,177,0.12,,0,Branta canadensis,GOOSE1335-16,rechecked,
Leafloor collection- barcoded,1,1339,1339,W2,CCDB-26538,G07,91,WPG385,385,,,07-Oct-10,2010,,Adult,Male,Manitoba,,,183,0.12,,202,0.144,,177,0.149,,CR confirmed MG,385,07-Oct-10,Adult,CAGO,135,unknown,183,0.128,,0,Branta canadensis,GOOSE1339-16,rechecked,
Leafloor collection- barcoded,1,1325,1325,W2,CCDB-26538,H03,77,WPG391,391,,,28-Sep-10,2010,,Adult,Male,Manitoba,,,159,, 4A ,209,0.144,,,,4A,CR confirmed MG; moulting,391,28-Sep-10,Adult,CAGO,136,unknown,158,0.136,,1,Branta canadensis,GOOSE1325-16,rechecked,
Leafloor collection- barcoded,1,1320,1320,W2,CCDB-26538,H08,72,WPG395,395,,,06-Oct-10,2010,,Adult,Male,Manitoba,,,178,0.128,,195,0.14,,187,0.154,,"CR remeasured MG, down from 181",395,06-Oct-10,Adult,CAGO,139,unknown,178,0.128,,0,Branta canadensis,GOOSE1320-16,rechecked,
Leafloor collection- barcoded,1,1317,1317,W2,CCDB-26538,F05,69,WPG397,397,,,07-Oct-10,2010,,Adult,Male,Manitoba,,,172,0.136,,195,0.152,,179,0.144,,"CR remeasured MG, down from 174",397,07-Oct-10,Adult,CAGO,126,unknown,171,0.128,,1,Branta canadensis,GOOSE1317-16,rechecked,
Leafloor collection- barcoded,1,1408,1408,W3,CCDB-26537,E05,65,WPG403,403,,,04-Oct-10,2010,,Adult,Female,Manitoba,,,152,0.113,   ,160,0.116,,152,0.12,,CR confirmed MG,403,04-Oct-10,Adult,Cackler,106,unknown,152,0.116,,0,Branta canadensis,GOOSE1408-16,rechecked,
Leafloor collection- barcoded,1,1412,1412,W3,CCDB-26537,E01,69,WPG407,407,,,27-Sep-10,2010,,Adult,Female,Manitoba,,,155,   , 4B ,181,0.128,,171,0.128,,"CR remeasured MG, moulting",407,27-Sep-10,Adult,CAGO,127,unknown,155,0.128,,0,Branta canadensis,GOOSE1412-16,rechecked,
Leafloor collection- barcoded,1,1422,1422,W3,CCDB-26537,F01,79,WPG412,412,,,15-Sep-10,2010,,Adult,Female,Manitoba,,,171,0.128,,184,0.147,,179,0.157, ,"CR remeasured JF, MG, down from 173",412,15-Sep-10,Adult,CAGO,130,unknown,170,0.128,,1,Branta canadensis,GOOSE1422-16,rechecked,
Leafloor collection- barcoded,1,1421,1421,W3,CCDB-26537,F02,78,WPG413,413,,,25-Sep-10,2010,,Adult,Female,Manitoba,,,161,0.136, 4B ,,,3A,,,1A,"CR remeasured MG, moulting",413,25-Sep-10,Adult,CAGO,131,unknown,161,0.136,,0,Branta canadensis,GOOSE1421-16,rechecked,
Leafloor collection- barcoded,1,1415,1415,W3,CCDB-26537,D09,72,WPG419,419,,,14-Sep-10,2010,,Adult,Female,Manitoba,,,132,, 4A ,168,0.128,,159,0.12,,"CR remeasured MG, moulting",419,14-Sep-10,Adult,CAGO,117,unknown,132,0.098,,0,Branta canadensis,GOOSE1415-16,rechecked,
Leafloor collection- barcoded,1,1425,1425,W3,CCDB-26537,A03,82,WPG420,420,,,03-Oct-10,2010,,Adult,Female,Manitoba,,,172,0.12,,179,,4B,166,0.128,,,420,03-Oct-10,Adult,CAGO,128,unknown,170,0.128,,2,Branta canadensis,GOOSE1425-16,rechecked,
Leafloor collection- barcoded,1,1432,1432,W3,CCDB-26537,A09,89,WPG427,427,,,25-Sep-10,2010,,Adult,Male,Manitoba,,,178,0.136,,194,0.136,,180,0.128,,"CR remeasured MG, down from 180",427,25-Sep-10,Adult,CAGO,135,unknown,178,0.136,,0,Branta canadensis,GOOSE1432-16,rechecked,
Leafloor collection- barcoded,1,1427,1427,W3,CCDB-26537,A01,84,WPG434,434,,,15-Sep-10,2010,,Adult,Male,Manitoba,,,172,0.128, 4B ,192,0.154,,180,0.147,,"CR remeasured JF, down from 174",434,15-Sep-10,Adult,CAGO,138,unknown,171,0.128,,1,Branta canadensis,GOOSE1427-16,rechecked,
Leafloor collection- barcoded,1,1466,1466,W4,CCBD-26536,B02,28,WPG435,435,,,08-Oct-10,2010,,Adult,Male,Manitoba,,,,, missing ,195,0.147,,181,0.154,,CR missing; confirmed by MG,435,08-Oct-10,Adult,CAGO,131,unknown,180,0.136,,-180,Branta canadensis,GOOSE1466-16,rechecked,
Leafloor collection- barcoded,1,1468,1468,W4,CCBD-26536,A12,30,WPG436,436,,,08-Oct-10,2010,,Adult,Male,Manitoba,,,178,0.12,,192,0.128,,184,0.136,1A,"LR, MLR remeasured MG",436,08-Oct-10,Adult,CAGO,134,unknown,179,0.12,,-1,Branta canadensis,GOOSE1468-16,rechecked,
Leafloor collection- barcoded,1,1451,1451,W4,CCBD-26536,A06,13,WPG467,467,,,05-Oct-10,2010,,Adult,Female,Manitoba,,,,, missing ,186,0.136,,167,0.128,,CR missing; confirmed by MG,467,05-Oct-10,Adult,CAGO,130,unknown,182,0.128,,-182,Branta canadensis,GOOSE1451-16,rechecked,
Leafloor collection- barcoded,1,1484,1484,W4,CCBD-26536,G01,46,WPG495,495,,,06-Oct-10,2010,,Adult,Male,Manitoba,,,146,, 4A ,203,0.147,,171,,4A,CR remeasured MG; moulting,495,06-Oct-10,Adult,CAGO,139,unknown,146,0.128,,0,Branta canadensis,GOOSE1484-16,rechecked,
Leafloor collection- barcoded,1,1498,1498,W4,CCBD-26536,H09,60,WPG497,497,,,06-Oct-10,2010,,Adult,Male,Manitoba,,,180,0.128,,196,0.147,,180,0.149,,"CR remeasured JF, down from 182",497,06-Oct-10,Adult,CAGO,132,unknown,180,0.128,,0,Branta canadensis,GOOSE1498-16,rechecked,
Leafloor collection- barcoded,1,1379,1379,W3,CCDB-26537,C05,36,WPG535,535,,,05-Oct-10,2010,,Adult,Male,Manitoba,,,195,0.128,,205,0.144,,193,0.14,,"CR remeasured JF, MG, down from 197",535,05-Oct-10,Adult,CAGO,127,unknown,194,0.136,,1,Branta canadensis,GOOSE1379-16,rechecked,
Leafloor collection- barcoded,1,1351,1351,W3,CCDB-26537,B06,8,WPG539,539,,,07-Oct-10,2010,,Adult,Male,Manitoba,,,154,, 4A ,181,0.14,,,,4A,"CR remeasured MG, moulting",539,07-Oct-10,Adult,Cackler,75.57,unknown,170,0.128,,-16,Branta canadensis,GOOSE1351-16,rechecked,
Leafloor collection- barcoded,1,1363,1363,W3,CCDB-26537,C07,20,WPG545,545,,,05-Oct-10,2010,,Adult,Female,Manitoba,,,138,   , 4A ,158,0.128,,151,0.128,,"CR remeasured MG, moulting",545,05-Oct-10,Adult,CAGO,123,unknown,138,0.116,,0,Branta canadensis,GOOSE1363-16,rechecked,
Leafloor collection- barcoded,1,1357,1357,W3,CCDB-26537,C04,14,WPG546,546,,,06-Oct-10,2010,,Adult,Female,Manitoba,,,168,0.116,,180,0.14,,166,0.128,,"CR remeasured JF, MG, down from 170",546,06-Oct-10,Adult,CAGO,116,unknown,173,0.128,,-5,Branta canadensis,GOOSE1357-16,rechecked,
Leafloor collection- barcoded,1,1377,1377,W3,CCDB-26537,F11,34,WPG553,553,,,06-Oct-10,2010,,Adult,Female,Manitoba,,,167,0.12,,180,0.136,,170,0.128,,"CR remeasured JF, MG, down from 169",553,06-Oct-10,Adult,CAGO,125,unknown,166,0.113,,1,Branta canadensis,GOOSE1377-16,rechecked,
Leafloor collection- barcoded,1,1356,1356,W3,CCDB-26537,D01,13,WPG559,559,,,07-Oct-10,2010,,Adult,Male,Manitoba,,,172,0.12,,193,0.149,,186,0.147,,"CR remeasured JF, MG, down from 174",559,07-Oct-10,Adult,CAGO,138,unknown,180,0.136,,-8,Branta canadensis,GOOSE1356-16,rechecked,
Leafloor collection- barcoded,1,1188,1188,W1,CCDB-26539,F11,35,WPG626,626,,,00-00-2010,2010,,Adult,Male,Manitoba,,,166,0.128, 4B ,186,0.147,,,,1A,"CR remeasured MG, down from 169",626,00-00-2010,Adult,CAGO,124.9,unknown,166,0.128,,0,Branta canadensis,GOOSE1188-16,rechecked,
Leafloor collection- barcoded,1,1191,1191,W1,CCDB-26539,F08,38,WPG644,644,,,00-00-2010,2010,,Adult,Female,Manitoba,,,149,, 4A ,188,0.136,,179,0.128,,CR MG confirmed,644,00-00-2010,Adult,CAGO,115.3,unknown,150,0.128,,-1,Branta canadensis,GOOSE1191-16,rechecked,
Leafloor collection- barcoded,1,1185,1185,W1,CCDB-26539,F06,32,WPG646,646,,,00-00-2010,2010,,Adult,Female,Manitoba,,,165,0.12,,184,0.136,,168,0.136,,"CR remeasured MG, down from 168",646,00-00-2010,Adult,CAGO,122.2,unknown,165,0.12,,0,Branta canadensis,GOOSE1185-16,rechecked,
Leafloor collection- barcoded,1,1250,1250,W2,CCDB-26538,C11,2,WPG655,655,,,unknown,unknown,,Adult,Female,Manitoba,,,161,0.12,,167,0.14,,155,0.128,,CR confirmed MG,655,unknown,Adult,CAGO,108.6,unknown,159,0.128,,2,Branta canadensis,GOOSE1250-16,rechecked,
Leafloor collection- barcoded,1,1255,1255,W2,CCDB-26538,D08,7,WPG661,661,,,unknown,unknown,,Adult,Female,Manitoba,,,157,0.116,,167,0.128,,153,0.12,,"CR remeasured MG, down from 159",661,unknown,Adult,CAGO,121.9,unknown,155,0.111,,2,Branta canadensis,GOOSE1255-16,rechecked,
Leafloor collection- barcoded,1,1843,1843,W8,CCDB-25611,G11,25,WPG225,225,,,27-Sep-10,2010,,Adult,Female ,Manitoba,,,151,0.12, 4B ,172,0.128,,,,1A,"CR remeasured JF, up from 150, moulting",225,27-Sep-10,Adult,CAGO,125,unknown,150,0.12,,1,Branta canadensis,GOOSE1843-16,rechecked,
Leafloor collection- barcoded,1,1483,1483,W4,CCBD-26536,F09,45,WPG471,471,,,07-Oct-10,2010,,Adult,Female,Manitoba,,,,, 1A ,186,0.147,,,,1A,,471,07-Oct-10,Adult,CAGO,128,unknown,172,0.128,,-172,Branta canadensis,GOOSE1483-16,rechecked,
Leafloor collection- barcoded,1,1908,1908,W8,CCDB-25611,B05,90,WPG006,6,,,18-Oct-96,1996,,Adult,Female ,Manitoba,,,152,0.116,,160,0.128,,158,0.136,,,6,18-Oct-96,Adult,CAGO,111,51,152,0.116,,0,Branta canadensis,GOOSE1908-16,,
Leafloor collection- barcoded,1,1977,1977,W9,CCDB-25610,H07,64,WPG007,7,,,18-Oct-96,1996,,Adult,Female ,Manitoba,,,152,0.11,,165,0.128,,154,0.12,,,7,18-Oct-96,Adult,CAGO,108.7,45.4,151,0.11,,1,Branta canadensis,GOOSE1977-16,,
Leafloor collection- barcoded,1,1873,1873,W8,CCDB-25611,D11,55,WPG008,8,,,18-Oct-96,1996,,Adult,Male ,Manitoba,,,190,0.144,,195,0.147,,175,0.144,,CR confirmed JF,8,18-Oct-96,Adult,CAGO,124.6,unknown,180,0.128,,10,Branta canadensis,GOOSE1873-16,,
Leafloor collection- barcoded,1,1982,1982,W9,CCDB-25610,E09,69,WPG009,9,,,18-Oct-96,1996,,Adult,Male,Manitoba,,,168,0.111,,185,0.136,,170,0.128,,,9,18-Oct-96,Adult,CAGO,120.4,57.6,170,0.111,,-2,Branta canadensis,GOOSE1982-16,,
Leafloor collection- barcoded,1,1986,1986,W9,CCDB-25610,G04,73,WPG014,14,,,09-Oct-96,1996,,Adult,Male,Manitoba,,,160,0.116,,175,0.136,,160,0.128,,,14,09-Oct-96,Adult,CAGO,118.3,53,158,0.116,,2,Branta canadensis,GOOSE1986-16,,
Leafloor collection- barcoded,1,1974,1974,W9,CCDB-25610,E12,61,WPG017,17,,,09-Oct-96,1996,,Adult,Female ,Manitoba,,,156,0.111,,169,0.128,,154,0.128,,,17,09-Oct-96,Adult,CAGO,111.1,48,156,0.106,,0,Branta canadensis,GOOSE1974-16,,
Leafloor collection- barcoded,1,1925,1925,W9,CCDB-25610,B01,12,WPG019,19,,,09-Oct-96,1996,,Adult,Male,Manitoba,,,170,0.128,,183,0.149,,173,0.144,,,19,09-Oct-96,Adult,CAGO,117.5,48.2,171,0.128,,-1,Branta canadensis,GOOSE1925-16,,
Leafloor collection- barcoded,1,1964,1964,W9,CCDB-25610,D11,51,WPG021,21,,,09-Oct-96,1996,,Adult,Male,Manitoba,,,160,0.113,,172,0.12,,158,0.12,,CR MG confirmed,21,09-Oct-96,Adult,CAGO,113.6,47.2,166,0.116,,-6,Branta canadensis,GOOSE1964-16,,
Leafloor collection- barcoded,1,1995,1995,W9,CCDB-25610,F06,82,WPG028,28,,,09-Oct-96,1996,,Adult,Female ,Manitoba,,,162,0.111,,174,0.136,,167,0.12,,,28,09-Oct-96,Adult,CAGO,118,51.7,162,0.116,,0,Branta canadensis,GOOSE1995-16,,
Leafloor collection- barcoded,1,1889,1889,W8,CCDB-25611,B10,71,WPG031,31,,,09-Oct-96,1996,,Adult,Male,Manitoba,,,180,0.116,,192,0.128,,182,0.14,,,31,09-Oct-96,Adult,CAGO,129.4,51,180,0.12,,0,Branta canadensis,GOOSE1889-16,,
Leafloor collection- barcoded,1,1896,1896,W8,CCDB-25611,A02,78,WPG035,35,,,09-Oct-96,1996,,Adult,Male,Manitoba,,,150,0.113,,159,0.12,,151,0.12,,CR confirmed JF,35,09-Oct-96,Adult,CAGO,111.4,46,149,0.113,,1,Branta canadensis,GOOSE1896-16,,
Leafloor collection- barcoded,1,1924,1924,W9,CCDB-25610,A12,11,WPG036,36,,,09-Oct-96,1996,,Adult,Male,Manitoba,,,162,0.111,,176,0.128,,163,0.14,,,36,09-Oct-96,Adult,CAGO,125.2,52.3,160,0.113,,2,Branta canadensis,GOOSE1924-16,,
Leafloor collection- barcoded,1,1885,1885,W8,CCDB-25611,D01,67,WPG037,37,,,09-Oct-96,1996,,Adult,Male,Manitoba,,,168,0.12,,184,0.136,,174,0.144,,,37,09-Oct-96,Adult,CAGO,114.3,48.2,167,0.12,,1,Branta canadensis,GOOSE1885-16,,
Leafloor collection- barcoded,1,1913,1913,W8,CCDB-25611,C05,95,WPG051,51,,,unknown-96,1996,,Adult,Female ,Manitoba,,,152,0.11,,175,0.14,,152,0.12,,CR confirmed JF,51,unknown-96,Adult,CAGO,115.1,49.2,156,0.111,,-4,Branta canadensis,GOOSE1913-16,,
Leafloor collection- barcoded,1,1983,1983,W9,CCDB-25610,E10,70,WPG052,52,,,08-Oct-96,1996,,Adult,Male,Manitoba,,,172,0.12,,183,0.147,,174,0.144,,CR MG confirmed,52,08-Oct-96,Adult,CAGO,119.7,unknown,178,0.136,,-6,Branta canadensis,GOOSE1983-16,,
Leafloor collection- barcoded,1,1998,1998,W9,CCDB-25610,G01,85,WPG053,53,,,08-Oct-96,1996,,Adult,Female ,Manitoba,,,171,0.128,,178,0.136,,166,0.128,,,53,08-Oct-96,Adult,CAGO,119.2,unknown,172,0.128,,-1,Branta canadensis,GOOSE1998-16,,
Leafloor collection- barcoded,1,1978,1978,W9,CCDB-25610,H08,65,WPG055,55,,,08-Oct-96,1996,,Adult,Female ,Manitoba,,,170,0.12,,181,0.14,,174,0.136,,,55,08-Oct-96,Adult,CAGO,124.7,unknown,168,0.116,,2,Branta canadensis,GOOSE1978-16,,
Leafloor collection- barcoded,1,1917,1917,W9,CCDB-25610,B09,4,WPG058,58,,,08-Oct-96,1996,,Adult,Male,Manitoba,,,172,0.116,,189,0.128,,180,0.128,,CR MG confirmed,58,08-Oct-96,Adult,CAGO,121.8,51.5,175,0.116,,-3,Branta canadensis,GOOSE1917-16,,
Leafloor collection- barcoded,1,1968,1968,W9,CCDB-25610,C09,55,WPG061,61,,,08-Oct-96,1996,,Adult,Female ,Manitoba,,,175,0.116,,189,0.144,,176,0.128,,,61,08-Oct-96,Adult,CAGO,123.4,unknown,175,0.12,,0,Branta canadensis,GOOSE1968-16,,
Leafloor collection- barcoded,1,1233,1233,W1,CCDB-26539,C05,80,WPG0611,611,,,00-00-2010,2010,,Adult,Female,Manitoba,,,170,0.12,,183,0.136,,174,0.14,,,611,00-00-2010,Adult,CAGO,122.7,unknown,170,0.12,,0,Branta canadensis,GOOSE1233-16,,
Leafloor collection- barcoded,1,1223,1223,W1,CCDB-26539,B08,70,WPG0612,612,,,00-00-2010,2010,,Adult,Female,Manitoba,,,162,0.113,,179,0.128,,172,0.128,,,612,00-00-2010,Adult,CAGO,116,unknown,163,0.106,,-1,Branta canadensis,GOOSE1223-16,,
Leafloor collection- barcoded,1,1211,1211,W1,CCDB-26539,A08,58,WPG0613,613,,,00-00-2010,2010,,Adult,Female,Manitoba,,,157,0.12,,170,0.128,,,,4A,,613,00-00-2010,Adult,CAGO,113.6,unknown,157,0.113,,0,Branta canadensis,GOOSE1211-16,,
Leafloor collection- barcoded,1,1222,1222,W1,CCDB-26539,B05,69,WPG0615,615,,,00-00-2010,2010,,Adult,Female,Manitoba,,,162,0.12,,177,0.128,,166,0.128,,,615,00-00-2010,Adult,CAGO,121.3,unknown,167,0.128,,-5,Branta canadensis,GOOSE1222-16,,
Leafloor collection- barcoded,1,1217,1217,W1,CCDB-26539,A10,64,WPG0618,618,,,00-00-2010,2010,,Adult,Female,Manitoba,,,167,0.116,,175,0.136,,171,0.136,,,618,00-00-2010,Adult,CAGO,113.6,unknown,166,0.116,,1,Branta canadensis,GOOSE1217-16,,
Leafloor collection- barcoded,1,1215,1215,W1,CCDB-26539,A12,62,WPG0619,619,,,00-00-2010,2010,,Adult,Female,Manitoba,,,,, DAMAGED ,195,0.147,,191,0.14,,,619,00-00-2010,Adult,CAGO,120.7,unknown,,,CR damaged,0,Branta canadensis,GOOSE1215-16,,
Leafloor collection- barcoded,1,1940,1940,W9,CCDB-25610,C03,27,WPG062,62,,,08-Oct-96,1996,,Adult,Male,Manitoba,,,175,0.128,,196,0.152,,178,0.152,,CR MG confirmed,62,08-Oct-96,Adult,CAGO,126.7,unknown,181,0.136,1 central missing,-6,Branta canadensis,GOOSE1940-16,,
Leafloor collection- barcoded,1,1230,1230,W1,CCDB-26539,C02,77,WPG0620,620,,,00-00-2010,2010,,Adult,Female,Manitoba,,,171,0.113,,183,0.136,,174,0.136,,,620,00-00-2010,Adult,CAGO,127.4,unknown,171,0.116,,0,Branta canadensis,GOOSE1230-16,,
Leafloor collection- barcoded,1,1236,1236,W1,CCDB-26539,D01,83,WPG0621,621,,,00-00-2010,2010,,Adult,Female,Manitoba,,,171,0.116,,192,0.14,,179,0.147,,,621,00-00-2010,Adult,CAGO,130,unknown,171,0.116,,0,Branta canadensis,GOOSE1236-16,,
Leafloor collection- barcoded,1,1224,1224,W1,CCDB-26539,B11,71,WPG0622,622,,,00-00-2010,2010,,Adult,Female,Manitoba,,,168,0.12,,182,0.144,,165,0.136,,,622,00-00-2010,Adult,CAGO,131.9,unknown,167,0.12,,1,Branta canadensis,GOOSE1224-16,,
Leafloor collection- barcoded,1,2005,2005,W9,CCDB-25610,F09,92,WPG063,63,,,09-Oct-96,1996,,Adult,Female ,Manitoba,,,151,0.11,,156,0.12,,149,0.116,,CR MG confirmed,63,09-Oct-96,Adult,CAGO,112.8,48.3,155,0.116,,-4,Branta canadensis,GOOSE2005-16,,
Leafloor collection- barcoded,1,1953,1953,W9,CCDB-25610,H10,40,WPG064,64,,,09-Oct-96,1996,,Adult,Female ,Manitoba,,,153,0.116,,165,0.128,,157,0.136,,CR MG confirmed,64,09-Oct-96,Adult,CAGO,109.3,44.3,158,0.116,,-5,Branta canadensis,GOOSE1953-16,,
