Sequence,box,study year,harvest year,ID seq number,prov sale,prov kill,age,changed,sample type,barcode ID,dateshot,latitude,longitude,key,Central Rectrix Length,Central Rectrix Unfeathered Quill  Length,Central Rectrix  Quill Dia,Longest Rectrix Length,Longest Rectrix Unfeathered Quill  Length,Longest Rectrix Quill Dia ,Most lateral Rectrix Length,Most lateral Rectrix Unfeathered Quill Length,Most lateral Rectrix Quill Dia,Comment,race measurements,key step for call,race tail,race tree,agree key and dna,race label,difference between checker and RM,
82,6,1,2005,172221212 2005,,AB,A,,Barcoded,GBNA521-06,1011,5517,11859,AB-wSask,142,29,0.111,159,30,0.136,147,25,0.120,,large,8,Branta canadensis,Branta canadensis,Yes,Large race,No,
569,1,2,2006,172221233 2004,,BC,A,,Barcoded,GBNA938-07,1216,4908,12213,BC,169,36,0.120,182,39,0.136,172,30,0.140,,large,2,Branta canadensis,Branta canadensis,Yes,Large race,No,
288,5,2,2005,172221320 2005,,BC,A,,Barcoded,GBNA687-07,1218,4910,12158,BC,163,32,0.120,183,35,0.140,170,26,0.140,,large,2,Branta canadensis,Branta canadensis,Yes,Large race,No,
289,5,2,2005,172221405 2005,,BC,A,,Barcoded,GBNA688-07,925,5021,11916,BC,181,37,0.120,192,36,0.147,176,27,0.144,,large,2,Branta canadensis,Branta canadensis,Yes,Large race,No,
502,6,2,2006,172221414 2004,,AB,A,,Barcoded,GBNA871-07,1003,5301,11307,AB-wSask,177,35,0.136,198,35,0.152,175,26,0.136,,large,1b,Branta canadensis,Branta canadensis,Yes,Large race,No,
505,6,2,2006,172221438 2004,,AB,A,,Barcoded,GBNA874-07,1002,4933,11236,AB-wSask,173,37,0.120,183,40,0.128,152,23,0.113,,large,1b,Branta canadensis,Branta canadensis,Yes,Large race,No,
506,6,2,2006,172221440 2004,,AB,A,,Barcoded,GBNA876-07,1002,4933,11236,AB-wSask,175,37,0.128,187,34,0.152,168,24,0.136,,large,1b,Branta canadensis,Branta canadensis,Yes,Large race,No,
130,3,1,2005,172221483 2005,,MB,A,,Barcoded,GBNA525-06,1012,4936,9709,MB-eSask,166,30,0.110,192,34,0.147,182,31,0.144,,large,2,Branta canadensis,Branta canadensis,Yes,Large race,No,
131,3,1,2005,172221490 2005,,MB,A,,Barcoded,GBNA526-06,1011,5003,9713,MB-eSask,177,36,0.120,184,35,0.136,168,28,0.128,,large,2,Branta canadensis,Branta canadensis,Yes,Large race,No,
509,7,2,2006,172221491 2004,,AB,A,,Barcoded,GBNA878-07,927,5319,11003,AB-wSask, , , ,197,36,0.147,181,27,0.152,C.R. in molt ,large,1b,Branta canadensis,Branta canadensis,Yes,Large race,No,
514,,2,2006,172221508 2004,,AB,A,,Barcoded,GBNA883-07,1027,5013,11141,AB-wSask,175,36,0.12,190,36,0.136,178,30,0.144,,large,1b,Branta canadensis,Branta canadensis,Yes,Large race,No,
515,6,2,2006,172221510 2004,,AB,A,,Barcoded,GBNA884-07,1104,5058,11358,AB-wSask,165,32,0.113,187,34,0.136,177,26,0.136,,large,1b,Branta canadensis,Branta canadensis,Yes,Large race,No,
516,6,2,2006,172221512 2004,,AB,A,,Barcoded,GBNA885-07,1024,5050,11220,AB-wSask,156,29,0.110,166,29,0.128,164,24,0.128,,large,1b,Branta canadensis,Branta canadensis,Yes,Large race,No,
138,1,1,2005,172221525 2005,,MB,A,,Barcoded,GBNA533-06,917,,,MB-eSask,172,,,179,31,0.144,,,,,large,2,Branta canadensis,Branta canadensis,Yes,Large race,No,
142,3,1,2005,172221549 2005,,MB,A,,Barcoded,GBNA537-06,1012,4938,9828,MB-eSask,166,33,0.116,177,31,0.136,176,28,0.140,,large,2,Branta canadensis,Branta canadensis,Yes,Large race,No,
148,1,1,2005,172221565 2005,,MB,A,,Barcoded,GBNA543-06,1016,4954,9708,MB-eSask,,,,179,35,0.128,173,29,0.140,No C.R. ,large,1a,Branta canadensis,Branta canadensis,Yes,Large race,No,
150,3,1,2005,172221594 2005,,MB,A,,Barcoded,GBNA545-06,916,5701,9008,MB-eSask,174,35,0.120,182,39,0.140,175,30,0.136,,large,2,Branta canadensis,Branta canadensis,Yes,Large race,No,
292,5,2,2005,172221623 2005,,BC,A,,Barcoded,GBNA691-07,1007,5552,12023,BC,177,33,0.116,188,33,0.136,187,35,0.136,,large,2,Branta canadensis,Branta canadensis,Yes,Large race,No,
293,5,2,2005,172221642 2005,,BC,A,,Barcoded,GBNA692-07,1008,5552,12023,BC,171,36,0.120,183,33,0.128,171,26,0.136,,large,2,Branta canadensis,Branta canadensis,Yes,Large race,No,
919,4,2,2006,172221661 2004,,SK,A,,Barcoded,GBNA1287-07,921,5024,10142,MB-eSask,171,33,0.116,190,33,0.147,190,29,0.157,,large,2,Branta canadensis,Branta canadensis,Yes,Large race,No,
300,5,2,2005,172221663 2005,,BC,A,,Barcoded,GBNA699-07,1008,5552,12023,BC,157,31,0.110,168,32,0.128,156,29,0.136,,large,3a,Branta canadensis,Branta canadensis,Yes,Large race,No,
920,3,2,2006,172221664 2004,,SK,A,,Barcoded,GBNA1288-07,1028,5312,10538,MB-eSask,170,37,0.106,187,37,0.120,170,28,0.113,,large,2,Branta canadensis,Branta canadensis,Yes,Large race,No,
305,5,2,2005,172221677 2005,,BC,A,,Barcoded,GBNA704-07,926,5021,11916,BC,191,34,0.128,204,35,0.147,191,27,0.147,,large,2,Branta canadensis,Branta canadensis,Yes,Large race,No,
310,1,2,2005,172221691 2005,,BC,A,,Barcoded,GBNA709-07,915,4915,12435,BC,172,31,0.128,183,35,0.136,165,22,0.136, ,large,2,Branta canadensis,Branta canadensis,Yes,Large race,No,
922,4,2,2006,172221705 2004,,SK,A,,Barcoded,GBNA1290-07,1017,5226,10358,MB-eSask,,,,190,40,0.140,175,27,0.140,No C.R. ,large,1a,Branta canadensis,Branta canadensis,Yes,Large race,No,
923,4,2,2006,172221707 2004,,SK,A,,Barcoded,GBNA1291-07,1024,5059,10254,MB-eSask,166,37,0.116,181,39,0.140,172,30,0.144,,large,2,Branta canadensis,Branta canadensis,Yes,Large race,No,
925,4,2,2006,172221715 2004,,SK,A,,Barcoded,GBNA1293-07,1019,5240,10508,MB-eSask,180,29,0.136,196,36,0.147,181,30,0.144,,large,2,Branta canadensis,Branta canadensis,Yes,Large race,No,
926,4,2,2006,172221719 2004,,SK,A,,Barcoded,GBNA1294-07,1020,5150,10512,MB-eSask,170,33,0.140,193,34,0.157,187,35,0.159,,large,2,Branta canadensis,Branta canadensis,Yes,Large race,No,
519,6,2,2006,172221766 2004,,AB,A,,Barcoded,GBNA888-07,1012,5127,11138,AB-wSask,,,,160,30,0.128,154,25,0.128,No C.R. ,large,*,Branta canadensis,Branta hutchinsii,No,Large race,No,
85,7,1,2005,172221772 2005,,AB,A,,Barcoded,GBNA548-06,1021,5523,11933,AB-wSask,153,28,0.113,164,31,0.136,152,24,0.128,,large,6,Branta canadensis,Branta canadensis,Yes,Large race,No,
520,6,2,2006,172221786 2004,,AB,A,,Barcoded,GBNA889-07,916,5035,11339,AB-wSask,172,35,0.120,183,34,0.136,168,26,0.136,,large,1b,Branta canadensis,Branta canadensis,Yes,Large race,No,
522,7,2,2006,172221789 2004,,AB,A,,Barcoded,GBNA891-07,925,5710,11713,AB-wSask,,,,170,32,0.120,167,27,0.113,No C.R. ,large,1b,Branta canadensis,Branta canadensis,Yes,Large race,No,
523,7,2,2006,172221793 2004,,AB,A,,Barcoded,GBNA892-07,925,5710,11713,AB-wSask,,,,183,32,0.136,167,26,0.140,No C.R. ,large,1b,Branta canadensis,Branta canadensis,Yes,Large race,No,
525,6,2,2006,172221796 2004,,AB,A,,Barcoded,GBNA894-07,930,5226,11311,AB-wSask,172,34,0.128,186,32,0.144,167,25,0.128,,large,1b,Branta canadensis,Branta canadensis,Yes,Large race,No,
87,3,1,2005,172221842 2005,,AB,A,,Barcoded,GBNA550-06,1006,5052,11259,AB-wSask,157,30,0.120,165,31,0.120,153,22,0.120,,large,1b,Branta canadensis,Branta canadensis,Yes,Large race,No,
88,5,1,2005,172221864 2005,,AB,A,,Barcoded,GBNA551-06,1004,5553,11740,AB-wSask,149,29,0.106,159,29,0.120,157,25,0.128,,large,14,Branta canadensis,Branta hutchinsii,No,Large race,No,
89,5,1,2005,172221902 2005,,AB,A,,Barcoded,GBNA552-06,1022,5053,11218,AB-wSask,152,31,0.106,165,30,0.120,155,24,0.116,,large,1b,Branta canadensis,Branta canadensis,Yes,Large race,No,
90,5,1,2005,172221904 2005,,AB,A,,Barcoded,GBNA553-06,1021,5523,11933,AB-wSask,154,29,0.116,168,32,0.144,149,24,0.128,,large,1b,Branta canadensis,Branta canadensis,Yes,Large race,No,
155,3,1,2005,172222146 2005,,MB,A,,Barcoded,GBNA557-06,1014,4953,9716,MB-eSask,154,30,0.113,165,33,0.128,160,25,0.120,,large,2,Branta canadensis,Branta canadensis,Yes,Large race,No,
159,1,1,2005,172222173 2005,,MB,A,,Barcoded,GBNA561-06,1023,4951,9710,MB-eSask,143, , ,177,31,0.128,174,25,0.128,CR cut,large,8,Branta canadensis,Branta canadensis,Yes,Large race,No,
160,3,1,2005,172222174 2005,,MB,A,,Barcoded,GBNA562-06,1014,4953,9716,MB-eSask,151,28,0.110,159,30,0.128,147,25,0.120,,large,2,Branta canadensis,Branta canadensis,Yes,Large race,No,
162,3,1,2005,172222193 2005,,MB,A,,Barcoded,GBNA564-06,1014,4953,9716,MB-eSask,154,30,0.110,170,34,0.128,152,25,0.120,,large,2,Branta canadensis,Branta hutchinsii,No,Large race,No,
163,3,1,2005,172222195 2005,,MB,A,,Barcoded,GBNA565-06,1004,4959,9655,MB-eSask,146,21,0.128,174,34,0.128,166,24,0.128,,large,1a,Branta canadensis,Branta canadensis,Yes,Large race,yes L-S,
164,3,1,2005,172222321 2005,,MB,A,,Barcoded,GBNA566-06,1019,5000,9941,MB-eSask,144,25,0.089,157,25,0.116,153,23,0.111,,large,12,Branta canadensis,Branta hutchinsii,No,Large race,yes L-S,
165,3,1,2005,172222322 2005,,MB,A,,Barcoded,GBNA567-06,1018,5058,9937,MB-eSask,142,28,0.104,162,28,0.128,148,27,0.120,,large,8,Branta canadensis,Branta canadensis,Yes,Large race,No,
373,7,2,2006,172262509,,AB,A,,Barcoded,GBNA742-07,1107,5411,11058,AB-wSask,147,31,0.106,162,34,0.120,158,27,0.128, ,large,6,Branta canadensis,Branta hutchinsii,No,Large race,No,
375,6,2,2006,172262512,,AB,A,,Barcoded,GBNA744-07,909,5708,11715,AB-wSask,144,20,0.113,167,30,0.128,160,24,0.136,,large,8,Branta canadensis,Branta canadensis,Yes,Large race,No,
379,6,2,2006,172262516,,AB,A,,Barcoded,GBNA748-07,1003,5301,11307,AB-wSask,151,27,0.104,158,29,0.116,153,24,0.120,,small,3,Branta hutchinsii,Branta hutchinsii,Yes,Large race,unknown,
380,6,2,2006,172262517,,AB,A,,Barcoded,GBNA749-07,914,5350,11241,AB-wSask,146,29,0.104,159,30,0.128,159,28,0.128,,large,,Branta canadensis,Branta hutchinsii,No,Large race,No,
328,2,2,2005,9999-00060,,MB,A,,Barcoded,GBNA571-06,,5032,10018,MB-eSask,114,,,126,,,,,,"tail fan does not exist, Box # 2",small,1,Branta hutchinsii,Branta hutchinsii,Yes,,unknown,
338,2,2,2005,9999-00070,,MB,A,,Barcoded,GBNA581-06,,4955,9718,MB-eSask,144,,,174,,,,,,"tail fan does not exist, Box # 2",large,1a,Branta canadensis,Branta canadensis,Yes,,unknown,
341,2,2,2005,9999-00073,,MB,A,,Barcoded,GBNA584-06,,4955,9718,MB-eSask,165,,,173,,,,,,"tail fan does not exist, Box # 2",large,2,Branta canadensis,Branta canadensis,Yes,,unknown,
343,2,2,2005,9999-00075,,MB,A,,Barcoded,GBNA586-06,,4955,9718,MB-eSask,169,,,176,,,,,,"tail fan does not exist, Box # 2",large,2,Branta canadensis,Branta canadensis,Yes,,unknown,
345,2,2,2005,9999-00077,,MB,A,,Barcoded,GBNA588-06,,4955,9718,MB-eSask,175,,,179,,,,,,"tail fan does not exist, Box # 2",large,2,Branta canadensis,Branta canadensis,Yes,,unknown,
346,2,2,2005,9999-00078,,MB,A,,Barcoded,GBNA589-06,,4955,9718,MB-eSask,144,,,153,,0.120,,,,"tail fan does not exist, Box # 2",large,8,Branta canadensis,Branta canadensis,Yes,,unknown,
347,2,2,2005,9999-00079,,MB,A,,Barcoded,GBNA590-06,,4955,9718,MB-eSask,138,,,159,,,,,,"tail fan does not exist, Box # 2",unknown,*,unknown,Branta canadensis,,,unknown,
348,2,2,2005,9999-00080,,MB,A,,Barcoded,GBNA591-06,,4955,9718,MB-eSask,160,,,170,,,,,,"tail fan does not exist, Box # 2",large,2,Branta canadensis,Branta canadensis,Yes,,unknown,
349,2,2,2005,9999-00081,,MB,A,,Barcoded,GBNA592-06,,5032,10018,MB-eSask,134,,,149,,,,,,"tail fan does not exist, Box # 2",small,1,Branta hutchinsii,Branta hutchinsii,Yes,,unknown,
350,2,2,2005,9999-00082,,MB,A,,Barcoded,GBNA593-06,,4955,9718,MB-eSask, ,,,144,,,,,,"tail fan does not exist, Box # 2",unknown,*,unknown,Branta hutchinsii,,,unknown,
351,2,2,2005,9999-00083,,MB,A,,Barcoded,GBNA594-06,,5032,10018,MB-eSask,140,,,151,,,,,,"tail fan does not exist, Box # 2",small,1,Branta hutchinsii,Branta hutchinsii,Yes,,unknown,
352,2,2,2005,9999-00084,,MB,A,,Barcoded,GBNA595-06,,5032,10018,MB-eSask,133,,,141,,,,,,"tail fan does not exist, Box # 2",small,1,Branta hutchinsii,Branta hutchinsii,Yes,,unknown,
734,4,2,2006,172100047,,SK,A,,Unknown,,,5246,10512,MB-eSask,141,31,0.106,147,31,0.116,140,27,0.128,,small,1,Branta hutchinsii,,,Small race,No,
739,4,2,2006,172100054,,SK,A,,Unknown,,923,5222,10953,AB-wSask,141,26,0.110,149,29,0.120,134,21,0.101,,small,1,Branta hutchinsii,,,Small race,No,
744,2,2,2006,172100060,,SK,A,,Unknown,,1025,5219,10626,AB-wSask,137,30,0.099,145,29,0.116,142,24,0.120,,small,1,Branta hutchinsii,,,Small race,No,
745,4,2,2006,172110741,,SK,A,,Unknown,,923,5246,10512,MB-eSask,,,,145,25,0.120,136,22,0.116,No C.R. ,small,17,Branta hutchinsii,,,Small race,yes S-L,
748,4,2,2006,172110745,,SK,A,,Unknown,,923,5222,10953,AB-wSask,140,23,0.099,147,26,0.113,140,19,0.104,,small,1,Branta hutchinsii,,,Small race,No,
751,4,2,2006,172110751,,SK,A,,Unknown,,923,5329,10424,MB-eSask,128,25,0.096,141,26,0.111,137,23,0.110,,small,1,Branta hutchinsii,,,Small race,No,
573,2,2,2006,172120003 2006,,MB,A,,Unknown,,925,5051,9811,MB-eSask,140,29,0.101,155,31,0.106,151,24,0.111,,small,7,Branta hutchinsii,,,Small race,yes S-L,
577,2,2,2006,172120007 2006,,MB,A,,Unknown,,1013,5117,10002,MB-eSask,133,27,0.099,140,28,0.116,,,,No most lateral feather. ,small,1,Branta hutchinsii,,,Small race,No,
582,2,2,2006,172120012 2006,,MB,A,,Unknown,,927,5055,9659,MB-eSask,129,20,0.104,145,25,0.113,140,19,0.110,,small,1,Branta hutchinsii,,,Small race,No,
763,4,2,2006,172120013 2005,,SK,A,,Unknown,,916,5235,10637,AB-wSask,149,31,0.110,155,31,0.120,142,20,0.120,,large,6,Branta canadensis,,,Small race,yes S-L,
589,3,2,2006,172120019 2006,,MB,A,,Unknown,,924,4927,9711,MB-eSask,144,27,0.099,158,27,0.120,,,,No most lateral feather. ,large,8,Branta canadensis,,,Small race,yes S-L,
590,3,2,2006,172120020 2006,,MB,A,,Unknown,,922,4913,10025,MB-eSask,145,27,0.099,153,28,0.113,152,26,0.113,,large,12,Branta canadensis,,,Small race,yes S-L,
593,3,2,2006,172120023 2006,,MB,A,,Unknown,,929,5058,10059,MB-eSask,133,28,0.093,145,30,0.106,141,25,0.110,,small,1,Branta hutchinsii,,,Small race,No,
594,3,2,2006,172120024 2006,,MB,A,,Unknown,,927,5055,9659,MB-eSask,132,24,0.116,151,26,0.128,147,24,0.128,,small,1,Branta hutchinsii,,,Small race,No,
602,3,2,2006,172120033 2006,,MB,A,,Unknown,,921,5005,9808,MB-eSask,129,24,0.096,160,25,0.120,141,22,0.111,,large,8,Branta canadensis,,,Small race,No,
178,2,1,2005,172120035 2005,,SK,A,,Unknown,,917,5239,10601,AB-wSask,134,22,0.098,147,29,0.110,144,24,0.110,,small,1,Branta hutchinsii,,,Small race,No,
529,,2,2006,172120051 2006,,BC,A,,Unknown,,1010,5403,12404,BC,143,28,0.106,149,,,,,,,small,1,Branta hutchinsii,,,Small race,No,
190,2,1,2005,172120077 2005,,SK,A,,Unknown,,1029,5233,10500,MB-eSask,123,23,0.089,133,22,0.098,129,21,0.098,,small,1,Branta hutchinsii,,,Small race,No,
773, ,2,2006,172120088 2006,,SK,A,,Unknown,,1018,5240,10910,AB-wSask,,,,,,,,,,,,,,,,Small race,unknown,
774,,2,2006,172120089 2006,,SK,A,,Unknown,,1006,5150,10157,MB-eSask,133,21,0.096,151,28,0.106,138,21,0.101,,small,1,Branta hutchinsii,,,Small race,No,
776,2,2,2006,172120092 2006,,SK,A,,Unknown,,925,5239,10654,AB-wSask,133,27,0.096,145,30,0.111,134,22,0.111,,small,1,Branta hutchinsii,,,Small race,No,
777,2,2,2006,172120093 2006,,SK,A,,Unknown,,1007,5149,10158,MB-eSask,133,24,0.089,148,22,0.120,148,21,0.126,,small,1,Branta hutchinsii,,,Small race,No,
6,6,1,2005,172120109 2005,,AB,A,,Unknown,,924,5427,11033,AB-wSask,137,21,0.104,155,30,0.116,142,21,0.104,,small,1,Branta hutchinsii,,,Small race,No,
791,2,2,2006,172120118 2006,,SK,A,,Unknown,,,5231,10545,MB-eSask,134,24,0.106,141,23,0.116,137,21,0.120,,small,1,Branta hutchinsii,,,Small race,No,
18,6,1,2005,172120129 2005,,AB,A,,Unknown,,1015,5451,11317,AB-wSask,145,25,0.104,159,27,0.120,149,23,0.120,,small,9,Branta hutchinsii,,,Small race,No,
23,6,1,2005,172120136 2005,,AB,A,,Unknown,,1121,4940,11155,AB-wSask,133,22,0.116,155,30,0.116,140,23,0.110,,small,1,Branta hutchinsii,,,Small race,No,
391,6,2,2006,172120149 2005,,AB,A,,Unknown,,919,5254,11240,AB-wSask,145,25,0.106,157,29,0.116,150,21,0.120,,small,1,Branta hutchinsii,,,Small race,No,
34,6,1,2005,172120150 2005,,AB,A,,Unknown,,926,5207,11127,AB-wSask,133,21,0.110,158,27,0.128,134,19,0.116,,small,11,Branta hutchinsii,,,Small race,No,
393,6,2,2006,172120163 2006,,AB,A,,Unknown,,922,5311,11147,AB-wSask,141,27,0.101,152,27,0.128,152,24,0.120,,small,1,Branta hutchinsii,,,Small race,No,
639,7,2,2006,172120169 2006,,MB,A,,Unknown,,1003,5109,10025,MB-eSask,139,26,0.099,151,24,0.113,138,21,0.104,,small,1,Branta hutchinsii,,,Small race,No,
96,3,1,2005,172120170 2005,,MB,A,,Unknown,,924,5001,9938,MB-eSask,143,28,0.099,155,28,0.116,141,22,0.116,,small,11,Branta hutchinsii,,,Small race,No,
645,3,2,2006,172120175 2006,,MB,A,,Unknown,,1011,4952,9824,MB-eSask,141,30,0.101, , , ,159,30,0.128,No. L.R.,small,*,Branta hutchinsii,,,Small race,yes S-L,
646,3,2,2006,172120176 2006,,MB,A,,Unknown,,923,5134,10001,MB-eSask,138,29,0.106,147,25,0.128,142,22,0.120,,small,1,Branta hutchinsii,,,Small race,No,
649,3,2,2006,172120179 2006,,MB,A,,Unknown,,922,,,MB-eSask,141,27,0.104,150,30,0.116,138,21,0.111,,small,1,Branta hutchinsii,,,Small race,No,
108,,1,2005,172120189 2005,,MB,A,,Unknown,,917,4951,9710,MB-eSask, ,,, ,,,,,,All cut at quill!!!,,*,,,,Small race,unknown,
405,7,2,2006,172120193 2006,,AB,A,,Unknown,,1027,5205,11226,AB-wSask,139,28,0.101,146,27,0.111,144,25,0.116,,small,1,Branta hutchinsii,,,Small race,No,
408,7,2,2006,172120196 2006,,AB,A,,Unknown,,926,5657,11734,AB-wSask,149,27,0.098,160,29,0.111,149,26,0.110,,small,3,Branta hutchinsii,,,Small race,No,
409,7,2,2006,172120198 2006,,AB,A,,Unknown,,,5411,11058,AB-wSask,147,29,0.101,154,29,0.113,144,22,0.110,,small,11,Branta hutchinsii,,,Small race,No,
799,4,2,2006,172120207 2004,,SK,A,,Unknown,,1004,5216,10548,MB-eSask,132,28,0.093,144,30,0.110,141,24,0.111,,small,1,Branta hutchinsii,,,Small race,No,
661,3,2,2006,172120210 2006,,MB,A,,Unknown,,919,5016,9706,MB-eSask,138,25,0.096,146,26,0.116,136,25,0.116,,small,1,Branta hutchinsii,,,Small race,No,
805,4,2,2006,172120217 2004,,SK,A,,Unknown,,1024,5059,10254,MB-eSask,138,25,0.110,157,29,0.128,149,25,0.136,,large,8,Branta canadensis,,,Small race,No,
810,4,2,2006,172120249 2004,,SK,A,,Unknown,,1006,5152,10512,MB-eSask,134,27,0.099,141,26,0.110,141,21,0.111,,small,1,Branta hutchinsii,,,Small race,No,
442,7,2,2006,172120258 2004,,AB,A,,Unknown,,1006,5803,11635,AB-wSask,138,29,0.101,145,28,0.113,141,22,0.116,No C.R. ,small,1,Branta hutchinsii,,,Small race,No,
456,,2,2006,172120379 2004,,AB,A,,Unknown,,1004,5144,11144,AB-wSask,,,,152,28,0.120,147,25,0.120,Unsure C. R. ,small,1a,Branta hutchinsii,,,Small race,No,
39,5,1,2005,172120384 2004,,AB,A,,Unknown,,1116,4942,11209,AB-wSask,145,22,0.098,154,26,0.111,146,21,0.106,,small,1,Branta hutchinsii,,,Small race,No,
46,5,1,2005,172120398 2004,,AB,A,,Unknown,,924,5427,11033,AB-wSask,143,28,0.106,151,27,0.120,142,22,0.128,,small,1,Branta hutchinsii,,,Small race,No,
458,,2,2006,172120402 2004,,AB,A,,Unknown,,1010,5539,11654,AB-wSask,143,30,0.096,155,32,0.11,147,25,0.104,,small,1,Branta hutchinsii,,,Small race,No,
459,6,2,2006,172120404 2004,,AB,A,,Unknown,,1020,5314,11004,AB-wSask,138,29,0.101,158,28,0.120,144,26,0.116,,large,16,Branta canadensis,,,Small race,No,
59,5,1,2005,172120418 2004,,AB,A,,Unknown,,924,5405,11428,AB-wSask,143,26,0.113,161,30,0.128,150,21,0.120,,large,8,Branta canadensis,,,Small race,No,
462,,2,2006,172120423 2004,,AB,A,,Unknown,,1007,5316,11104,AB-wSask,132,27,0.104,140,22,0.113,139,22,0.110,No C.R. ,small,1,Branta hutchinsii,,,Small race,No,
465,7,2,2006,172120428 2004,,AB,A,,Unknown,,921,5655,11719,AB-wSask,139,28,0.096,147,27,0.110,137,22,0.111,,small,1,Branta hutchinsii,,,Small race,No,
467,7,2,2006,172120430 2004,,AB,A,,Unknown,,921,5655,11719,AB-wSask,143,24,0.098,156,26,0.120,150,21,0.113,,small,1,Branta hutchinsii,,,Small race,No,
208,2,1,2005,172120529 2004,,SK,A,,Unknown,,1024,5155,10551,MB-eSask,135,22,0.104,149,23,0.128,146,23,0.120,,small,1,Branta hutchinsii,,,Small race,No,
210,2,1,2005,172120531 2004,,SK,A,,Unknown,,,5149,10405,MB-eSask,146,23,0.120,160,26,0.136,145,20,0.120,,large,4,Branta canadensis,,,Small race,No,
212,2,1,2005,172120534 2004,,SK,A,,Unknown,,920,5331,10333,MB-eSask,137,30,0.104, , , ,152,28,0.128,,small,1,Branta hutchinsii,,,Small race,No,
214,2,1,2005,172120538 2004,,SK,A,,Unknown,,921,5149,10405,MB-eSask,133,27,0.104,149,28,0.113,138,22,0.111,,small,1,Branta hutchinsii,,,Small race,No,
218,2,1,2005,172120547 2004,,SK,A,,Unknown,,924,5107,10228,MB-eSask,131,27,0.093,137,26,0.101,131,20,0.106,,small,1,Branta hutchinsii,,,Small race,No,
224,2,1,2005,172120581 2004,,SK,A,,Unknown,,1024,5155,10551,MB-eSask,146,29,0.104,158,29,0.116,157,27,0.120,,large,6,Branta canadensis,,,Small race,yes S-L,
225,2,1,2005,172120587 2004,,SK,A,,Unknown,,1021,5150,10512,MB-eSask,145,30,0.111,151,29,0.120,137,24,0.116,,large,4,Branta canadensis,,,Small race,yes S-L,
229,2,1,2005,172120592 2004,,SK,A,,Unknown,,924,5205,10730,AB-wSask,129,21,0.106,143,23,0.120,127,19,0.111,,small,1,Branta hutchinsii,,,Small race,No,
231,2,1,2005,172120594 2004,,SK,A,,Unknown,,1014,5102,10207,MB-eSask,141,26,0.099,155,29,0.111,150,24,0.116,,small,17,Branta hutchinsii,,,Small race,unknown,
232,2,1,2005,172120595 2004,,SK,A,,Unknown,,1021,5150,10512,MB-eSask,137,27,0.106,147,29,0.116,139,28,0.113,,small,1,Branta hutchinsii,,,Small race,No,
235,2,1,2005,172120598 2004,,SK,A,,Unknown,,921,5325,10524,MB-eSask,146,28,0.111,153,31,0.120,138,24,0.113,,large,4,Branta canadensis,,,Small race,yes S-L,
830,4,2,2006,172120629 2004,,SK,A,,Unknown,,1007,5152,10156,MB-eSask,129,27,0.093,143,27,0.110,130,21,0.101,,small,1,Branta hutchinsii,,,Small race,No,
833,4,2,2006,172120633 2004,,SK,A,,Unknown,,923,5151,10403,MB-eSask,134,28,0.104,150,26,0.120,145,24,0.120,,small,1,Branta hutchinsii,,,Small race,No,
836,4,2,2006,172120638 2004,,SK,A,,Unknown,,922,5151,10411,MB-eSask,138,27,0.101,153,27,0.110,147,23,0.110,,small,17,Branta hutchinsii,,,Small race,No,
685,2,2,2006,172120655 2004,,MB,A,,Unknown,,1014,4930,10009,MB-eSask,139,27,0.110,149,29,0.120,138,22,0.113,,small,1,Branta hutchinsii,,,Small race,No,
484,,2,2006,172120676 2004,,AB,A,,Unknown,,912,5321,11150,AB-wSask,,,,152,29,0.113,137,22,0.116,No C.R. ,small,1a,Branta hutchinsii,,,Small race,No,
494,6,2,2006,172120708 2004,,AB,A,,Unknown,,925,5604,11753,AB-wSask,151,28,0.101,156,30,0.120,147,24,0.113,,small,3,Branta hutchinsii,,,Small race,No,
495,6,2,2006,172120710 2004,,AB,A,,Unknown,,925,5604,11753,AB-wSask,139,29,0.104,150,27,0.113,146,23,0.116,,small,1,Branta hutchinsii,,,Small race,No,
695,3,2,2006,172120713 2004,,MB,A,,Unknown,,916,5002,9557,MB-eSask,132,25,0.099,142,25,0.116,142,22,0.128,,small,1,Branta hutchinsii,,,Small race,No,
64,5,1,2005,172131092 2005,,AB,A,,Unknown,,1007,5316,11104,AB-wSask,151,28,0.098,160,28,0.110,150,22,0.111,,small,3,Branta hutchinsii,,,Small race,No,
67,5,1,2005,172131095 2005,,AB,A,,Unknown,,1003,5553,11740,AB-wSask,151,29,0.106,155,29,0.113,155,25,0.116,,unknown,,unknown,,,Small race,unknown,
863,4,2,2006,172211785 2003,,SK,A,,Unknown,,923,5141,10455,MB-eSask,145,28,0.113,146,25,0.120,136,22,0.116,,large,4,Branta canadensis,,,Large race,No,
866,4,2,2006,172211788 2003,,SK,A,,Unknown,,1028,5202,10631,AB-wSask,145,25,0.110,155,27,0.120,142,20,0.113,,small,1,Branta hutchinsii,,,Large race,yes L-S,
876,4,2,2006,172211798 2003,,SK,A,,Unknown,,918,5243,10637,AB-wSask,150,31,0.110,159,29,0.120,149,24,0.116,,unknown,,unknown,,,Large race,No,
878,4,2,2006,172211800 2003,,SK,A,,Unknown,,1017,5128,10910,AB-wSask,140,28,0.101,161,24,0.120,155,19,0.116,,small,9,Branta hutchinsii,,,Large race,yes L-S,
